curve,f,R1_pred,R2_pred,height,sp1,sp2,arrays,calls,bits_in,bits_1,bits_2,units_1,and2,ext2,checks,cyc1,cyc2,cyc3,cyctot,perf_cycles
td:78,6 0 9 -7 -8 0 -2,0.0008624107575201799,8.474074817028604e-07,100000,8,18,2788240,17863,171650648,148527,148,145007,280345,4516,129,19384856,21943914,107384,54122706,76483645
td:78,6 0 9 -7 -8 0 -2,0.0008624107575201799,7.08956894177198e-08,100000,8,22,2788240,17863,171650648,148527,16,145007,280643,476,15,19259142,21847168,27804,54624812,76982217
td:78,6 0 9 -7 -8 0 -2,0.0008624107575201799,7.014749384486769e-09,100000,8,26,2788240,17863,171650648,148527,1,145007,280675,25,1,18843700,21127972,13844,54190954,78659794
td:78,6 0 9 -7 -8 0 -2,9.62855384536235e-05,9.62855384536235e-05,100000,11,11,2788240,17863,171650648,16548,16548,16512,0,540380,14585,24376474,11724232,5066542,51760746,76446270
td:78,6 0 9 -7 -8 0 -2,9.62855384536235e-05,1.1963518407222788e-05,100000,11,14,2788240,17863,171650648,16548,2070,16512,28750,67529,1828,23421364,10448996,800076,45090862,68278613
td:78,6 0 9 -7 -8 0 -2,9.62855384536235e-05,8.474074817028604e-07,100000,11,18,2788240,17863,171650648,16548,148,16512,32679,4516,129,27628676,11508658,102050,57617564,69568117
td:78,6 0 9 -7 -8 0 -2,9.62855384536235e-05,7.08956894177198e-08,100000,11,22,2788240,17863,171650648,16548,16,16512,32977,476,15,23318224,9478086,20500,45018968,70949449
td:78,6 0 9 -7 -8 0 -2,9.62855384536235e-05,7.014749384486769e-09,100000,11,26,2788240,17863,171650648,16548,1,16512,33009,25,1,23971600,9469058,8748,46903028,73150704
td:78,6 0 9 -7 -8 0 -2,1.1963518407222788e-05,1.1963518407222788e-05,100000,14,14,2788240,17863,171650648,2070,2070,2070,0,67529,1828,30969074,6476536,819388,49624602,73492411
td:78,6 0 9 -7 -8 0 -2,1.1963518407222788e-05,8.474074817028604e-07,100000,14,18,2788240,17863,171650648,2070,148,2070,3929,4516,129,30555206,8651428,82540,51166484,77409997
td:78,6 0 9 -7 -8 0 -2,1.1963518407222788e-05,7.08956894177198e-08,100000,14,22,2788240,17863,171650648,2070,16,2070,4227,476,15,30554700,8392496,21108,51863956,79409977
td:78,6 0 9 -7 -8 0 -2,1.1963518407222788e-05,7.014749384486769e-09,100000,14,26,2788240,17863,171650648,2070,1,2070,4259,25,1,32043986,8390140,9914,55249106,82527903
td:78,6 0 9 -7 -8 0 -2,1.6153705119960776e-06,8.474074817028604e-07,100000,17,18,2788240,17863,171650648,277,148,277,277,4516,129,39665946,8658346,85010,60874882,91478277
td:78,6 0 9 -7 -8 0 -2,1.6153705119960776e-06,7.08956894177198e-08,100000,17,22,2788240,17863,171650648,277,16,277,575,476,15,39820486,8997816,20982,61777790,93568887
td:78,6 0 9 -7 -8 0 -2,1.6153705119960776e-06,7.014749384486769e-09,100000,17,26,2788240,17863,171650648,277,1,277,607,25,1,39833982,8118112,10182,62118428,95459813
td:78,6 0 9 -7 -8 0 -2,0.009035300434391515,9.62855384536235e-05,300000,5,11,24301600,113935,1535389706,13916947,147887,10893766,21373152,4818392,129581,85566472,817152358,35227212,972205102,1627553563
td:78,6 0 9 -7 -8 0 -2,0.009035300434391515,1.1963518407222788e-05,300000,5,14,24301600,113935,1535389706,13916947,18385,10893766,21630442,601277,16178,88066606,782801836,6417652,912626182,1527987897
td:78,6 0 9 -7 -8 0 -2,0.009035300434391515,8.474074817028604e-07,300000,5,18,24301600,113935,1535389706,13916947,1293,10893766,21665331,41492,1136,92724746,797721412,827058,935206286,1517808835
td:78,6 0 9 -7 -8 0 -2,0.009035300434391515,7.08956894177198e-08,300000,5,22,24301600,113935,1535389706,13916947,92,10893766,21667884,2919,75,91398246,772728656,105094,908969876,1524335482
td:78,6 0 9 -7 -8 0 -2,0.009035300434391515,7.014749384486769e-09,300000,5,26,24301600,113935,1535389706,13916947,8,10893766,21668064,225,7,96446960,802786088,40300,942077384,1528589835
td:78,6 0 9 -7 -8 0 -2,0.0008624107575201799,9.62855384536235e-05,300000,8,11,24301600,113935,1535389706,1323865,147887,1293133,2209536,4818392,129581,127542826,199919706,33657084,395335884,648388741
td:78,6 0 9 -7 -8 0 -2,0.0008624107575201799,1.1963518407222788e-05,300000,8,14,24301600,113935,1535389706,1323865,18385,1293133,2466826,601277,16178,131950312,167372080,6010246,340589726,552360542
td:78,6 0 9 -7 -8 0 -2,0.0008624107575201799,8.474074817028604e-07,300000,8,18,24301600,113935,1535389706,1323865,1293,1293133,2501715,41492,1136,132178466,162443510,602824,332042866,542030070
td:78,6 0 9 -7 -8 0 -2,0.0008624107575201799,7.08956894177198e-08,300000,8,22,24301600,113935,1535389706,1323865,92,1293133,2504268,2919,75,133803408,165378816,95536,338729570,547770715
td:78,6 0 9 -7 -8 0 -2,0.0008624107575201799,7.014749384486769e-09,300000,8,26,24301600,113935,1535389706,1323865,8,1293133,2504448,225,7,139010736,169123120,26756,351014874,557499350
td:78,6 0 9 -7 -8 0 -2,9.62855384536235e-05,9.62855384536235e-05,300000,11,11,24301600,113935,1535389706,147887,147887,147509,0,4818392,129581,177809294,97511360,34559308,350755160,551541131
td:78,6 0 9 -7 -8 0 -2,9.62855384536235e-05,1.1963518407222788e-05,300000,11,14,24301600,113935,1535389706,147887,18385,147509,257290,601277,16178,176398024,84793658,5861510,303754636,493122249
td:78,6 0 9 -7 -8 0 -2,9.62855384536235e-05,8.474074817028604e-07,300000,11,18,24301600,113935,1535389706,147887,1293,147509,292179,41492,1136,175805454,80096744,553124,293767552,480706732
td:78,6 0 9 -7 -8 0 -2,9.62855384536235e-05,7.08956894177198e-08,300000,11,22,24301600,113935,1535389706,147887,92,147509,294732,2919,75,183235468,83775708,75598,308200928,492547285
td:78,6 0 9 -7 -8 0 -2,9.62855384536235e-05,7.014749384486769e-09,300000,11,26,24301600,113935,1535389706,147887,8,147509,294912,225,7,183672670,82868924,22074,309208604,501677164
td:78,6 0 9 -7 -8 0 -2,1.1963518407222788e-05,1.1963518407222788e-05,300000,14,14,24301600,113935,1535389706,18385,18385,18382,0,601277,16178,223037336,50836710,5998842,316186004,516892806
td:78,6 0 9 -7 -8 0 -2,1.1963518407222788e-05,8.474074817028604e-07,300000,14,18,24301600,113935,1535389706,18385,1293,18382,34889,41492,1136,224235264,69320538,544412,332039132,540967325
td:78,6 0 9 -7 -8 0 -2,1.1963518407222788e-05,7.08956894177198e-08,300000,14,22,24301600,113935,1535389706,18385,92,18382,37442,2919,75,245047154,78595326,95694,366360696,557755235
td:78,6 0 9 -7 -8 0 -2,1.1963518407222788e-05,7.014749384486769e-09,300000,14,26,24301600,113935,1535389706,18385,8,18382,37622,225,7,237883440,73902832,30498,356475614,563418946
td:78,6 0 9 -7 -8 0 -2,1.6153705119960776e-06,8.474074817028604e-07,300000,17,18,24301600,113935,1535389706,2449,1293,2449,2449,41492,1136,291316526,71489142,665138,404509198,646316019
td:78,6 0 9 -7 -8 0 -2,1.6153705119960776e-06,7.08956894177198e-08,300000,17,22,24301600,113935,1535389706,2449,92,2449,5002,2919,75,295936702,74228764,71614,412043916,659060662
td:78,6 0 9 -7 -8 0 -2,1.6153705119960776e-06,7.014749384486769e-09,300000,17,26,24301600,113935,1535389706,2449,8,2449,5182,225,7,302787742,73377676,26496,420209058,671595557
td:517,-8 -2 6 9 0 6 6,0.010239863745843857,0.00010756449622703188,100000,5,11,5663136,34220,524257906,5427264,57861,3459822,7296266,1903261,48551,21171444,207345870,12940240,258009328,418982189
td:517,-8 -2 6 9 0 6 6,0.010239863745843857,1.4182884080603285e-05,100000,5,14,5663136,34220,524257906,5427264,7543,3459822,7397349,248442,6370,21999248,193582242,2426778,234895392,383562347
td:517,-8 -2 6 9 0 6 6,0.010239863745843857,1.1927784418167332e-06,100000,5,18,5663136,34220,524257906,5427264,654,3459822,7412125,21020,546,23843906,201924686,345946,244569042,383670179
td:517,-8 -2 6 9 0 6 6,0.010239863745843857,1.1787276625187655e-07,100000,5,22,5663136,34220,524257906,5427264,70,3459822,7413511,2192,57,23888430,197617408,66830,242460820,381814475
td:517,-8 -2 6 9 0 6 6,0.010239863745843857,1.2349002427725156e-08,100000,5,26,5663136,34220,524257906,5427264,5,3459822,7413670,186,4,23924474,192703622,21012,237159654,385602292
td:517,-8 -2 6 9 0 6 6,0.0009790437403747751,0.00010756449622703188,100000,8,11,5663136,34220,524257906,521783,57861,497356,852270,1903261,48551,32091246,70045546,12515924,130669360,213051386
td:517,-8 -2 6 9 0 6 6,0.0009790437403747751,1.4182884080603285e-05,100000,8,14,5663136,34220,524257906,521783,7543,497356,953353,248442,6370,33404930,58348868,2394124,110852082,176136551
td:517,-8 -2 6 9 0 6 6,0.0009790437403747751,1.1927784418167332e-06,100000,8,18,5663136,34220,524257906,521783,654,497356,968129,21020,546,34083560,56036974,279642,108246096,171783677
td:517,-8 -2 6 9 0 6 6,0.0009790437403747751,1.1787276625187655e-07,100000,8,22,5663136,34220,524257906,521783,70,497356,969515,2192,57,33375438,53654740,46682,105547750,174207471
td:517,-8 -2 6 9 0 6 6,0.0009790437403747751,1.2349002427725156e-08,100000,8,26,5663136,34220,524257906,521783,5,497356,969674,186,4,34898832,55009414,17814,109846304,176797654
td:517,-8 -2 6 9 0 6 6,0.00010756449622703188,0.00010756449622703188,100000,11,11,5663136,34220,524257906,57861,57861,57546,0,1903261,48551,44320170,29376032,12482930,102738618,166604536
td:517,-8 -2 6 9 0 6 6,0.00010756449622703188,1.4182884080603285e-05,100000,11,14,5663136,34220,524257906,57861,7543,57546,101083,248442,6370,44546990,22747784,2318550,86332430,139557398
td:517,-8 -2 6 9 0 6 6,0.00010756449622703188,1.1927784418167332e-06,100000,11,18,5663136,34220,524257906,57861,654,57546,115859,21020,546,47737794,21892876,274068,88068736,138521002
td:517,-8 -2 6 9 0 6 6,0.00010756449622703188,1.1787276625187655e-07,100000,11,22,5663136,34220,524257906,57861,70,57546,117245,2192,57,47827278,21772346,47208,89111940,139599986
td:517,-8 -2 6 9 0 6 6,0.00010756449622703188,1.2349002427725156e-08,100000,11,26,5663136,34220,524257906,57861,5,57546,117404,186,4,48790292,21526152,14654,91008310,142536397
td:517,-8 -2 6 9 0 6 6,1.4182884080603285e-05,1.4182884080603285e-05,100000,14,14,5663136,34220,524257906,7543,7543,7535,0,248442,6370,54631936,12973570,2214144,85880612,145612917
td:517,-8 -2 6 9 0 6 6,1.4182884080603285e-05,1.1927784418167332e-06,100000,14,18,5663136,34220,524257906,7543,654,7535,14776,21020,546,56940660,16229304,256122,91071712,150817872
td:517,-8 -2 6 9 0 6 6,1.4182884080603285e-05,1.1787276625187655e-07,100000,14,22,5663136,34220,524257906,7543,70,7535,16162,2192,57,60454292,16700964,45542,95743252,155127852
td:517,-8 -2 6 9 0 6 6,1.4182884080603285e-05,1.2349002427725156e-08,100000,14,26,5663136,34220,524257906,7543,5,7535,16321,186,4,60599490,16354146,14352,96530114,156663101
td:517,-8 -2 6 9 0 6 6,2.166880835967065e-06,1.1927784418167332e-06,100000,17,18,5663136,34220,524257906,1181,654,1181,1181,21020,546,72758508,16332648,272456,107579356,170698274
td:517,-8 -2 6 9 0 6 6,2.166880835967065e-06,1.1787276625187655e-07,100000,17,22,5663136,34220,524257906,1181,70,1181,2567,2192,57,74194920,16567342,47532,109731298,173400027
td:517,-8 -2 6 9 0 6 6,2.166880835967065e-06,1.2349002427725156e-08,100000,17,26,5663136,34220,524257906,1181,5,1181,2726,186,4,75278840,16131878,15246,111158796,176010993
td:517,-8 -2 6 9 0 6 6,0.010239863745843857,0.00010756449622703188,300000,5,11,48683472,224672,4618250103,47655260,503910,30429772,64110798,16612287,423262,176705680,1865480010,99359526,2207976356,3626216596
td:517,-8 -2 6 9 0 6 6,0.010239863745843857,1.4182884080603285e-05,300000,5,14,48683472,224672,4618250103,47655260,66103,30429772,64993709,2175398,55586,174874468,1763426526,18494890,2023478818,3299727293
td:517,-8 -2 6 9 0 6 6,0.010239863745843857,1.1927784418167332e-06,300000,5,18,48683472,224672,4618250103,47655260,5673,30429772,65123467,185100,4778,182164212,1725806200,2596032,1978536724,3253950770
td:517,-8 -2 6 9 0 6 6,0.010239863745843857,1.1787276625187655e-07,300000,5,22,48683472,224672,4618250103,47655260,575,30429772,65135108,18020,479,188154848,1747538472,475342,2006622056,3272744461
td:517,-8 -2 6 9 0 6 6,0.010239863745843857,1.2349002427725156e-08,300000,5,26,48683472,224672,4618250103,47655260,47,30429772,65136323,1634,41,184170520,1736355506,90092,1992539366,3269943399
td:517,-8 -2 6 9 0 6 6,0.0009790437403747751,0.00010756449622703188,300000,8,11,48683472,224672,4618250103,4571608,503910,4358506,7467321,16612287,423262,260178824,614128600,94644048,1032184912,1684796441
td:517,-8 -2 6 9 0 6 6,0.0009790437403747751,1.4182884080603285e-05,300000,8,14,48683472,224672,4618250103,4571608,66103,4358506,8350232,2175398,55586,262674520,492535564,17729466,836680974,1361799238
td:517,-8 -2 6 9 0 6 6,0.0009790437403747751,1.1927784418167332e-06,300000,8,18,48683472,224672,4618250103,4571608,5673,4358506,8479990,185100,4778,267365774,480229016,2234552,815113418,1331150892
td:517,-8 -2 6 9 0 6 6,0.0009790437403747751,1.1787276625187655e-07,300000,8,22,48683472,224672,4618250103,4571608,575,4358506,8491631,18020,479,282153642,506095982,458954,859485018,1333376410
td:517,-8 -2 6 9 0 6 6,0.0009790437403747751,1.2349002427725156e-08,300000,8,26,48683472,224672,4618250103,4571608,47,4358506,8492846,1634,41,286671430,495248694,88018,855030530,1341905262
td:517,-8 -2 6 9 0 6 6,0.00010756449622703188,0.00010756449622703188,300000,11,11,48683472,224672,4618250103,503910,503910,501278,0,16612287,423262,366349082,275284112,98999556,807290526,1262444549
td:517,-8 -2 6 9 0 6 6,0.00010756449622703188,1.4182884080603285e-05,300000,11,14,48683472,224672,4618250103,503910,66103,501278,882911,2175398,55586,355001010,195356628,17649718,632814422,1024255174
td:517,-8 -2 6 9 0 6 6,0.00010756449622703188,1.1927784418167332e-06,300000,11,18,48683472,224672,4618250103,503910,5673,501278,1012669,185100,4778,356848330,180810072,2123306,607455404,983289295
td:517,-8 -2 6 9 0 6 6,0.00010756449622703188,1.1787276625187655e-07,300000,11,22,48683472,224672,4618250103,503910,575,501278,1024310,18020,479,357486860,175711988,315576,602988458,986064238
td:517,-8 -2 6 9 0 6 6,0.00010756449622703188,1.2349002427725156e-08,300000,11,26,48683472,224672,4618250103,503910,47,501278,1025525,1634,41,371323108,176925890,57464,619608832,1005033509
td:517,-8 -2 6 9 0 6 6,1.4182884080603285e-05,1.4182884080603285e-05,300000,14,14,48683472,224672,4618250103,66103,66103,66053,0,2175398,55586,464182604,115887452,17546510,662906024,1072855522
td:517,-8 -2 6 9 0 6 6,1.4182884080603285e-05,1.1927784418167332e-06,300000,14,18,48683472,224672,4618250103,66103,5673,66053,129758,185100,4778,462734192,139186206,2042016,671379378,1091485207
td:517,-8 -2 6 9 0 6 6,1.4182884080603285e-05,1.1787276625187655e-07,300000,14,22,48683472,224672,4618250103,66103,575,66053,141399,18020,479,479048108,139142710,346246,687955822,1112218092
td:517,-8 -2 6 9 0 6 6,1.4182884080603285e-05,1.2349002427725156e-08,300000,14,26,48683472,224672,4618250103,66103,47,66053,142614,1634,41,498143954,144370966,69170,719332048,1116827385
td:517,-8 -2 6 9 0 6 6,2.166880835967065e-06,1.1927784418167332e-06,300000,17,18,48683472,224672,4618250103,10241,5673,10241,10241,185100,4778,577823748,135249334,2091206,782736638,1253776430
td:517,-8 -2 6 9 0 6 6,2.166880835967065e-06,1.1787276625187655e-07,300000,17,22,48683472,224672,4618250103,10241,575,10241,21882,18020,479,592233192,134767784,322218,797255944,1268940150
td:517,-8 -2 6 9 0 6 6,2.166880835967065e-06,1.2349002427725156e-08,300000,17,26,48683472,224672,4618250103,10241,47,10241,23097,1634,41,589836888,133719950,63472,796597794,1276636174
td:816,-10 -9 -10 -1 -6 -1 8,0.010129507412682133,0.00011735851493623616,100000,5,11,3356800,23591,261227967,2671568,31066,1735398,3702061,1018146,30117,13217950,134039460,9065804,167725746,270609441
td:816,-10 -9 -10 -1 -6 -1 8,0.010129507412682133,1.573732817525093e-05,100000,5,14,3356800,23591,261227967,2671568,4217,1735398,3756513,139173,4103,13322684,125482102,1745088,152530602,248345621
td:816,-10 -9 -10 -1 -6 -1 8,0.010129507412682133,1.260494270469066e-06,100000,5,18,3356800,23591,261227967,2671568,307,1735398,3764630,10446,295,13566250,124610650,174304,150748884,245504902
td:816,-10 -9 -10 -1 -6 -1 8,0.010129507412682133,1.0809083074152384e-07,100000,5,22,3356800,23591,261227967,2671568,36,1735398,3765257,1141,35,13955534,124764196,42366,152343412,247545745
td:816,-10 -9 -10 -1 -6 -1 8,0.010129507412682133,1.1618599374423441e-08,100000,5,26,3356800,23591,261227967,2671568,2,1735398,3765320,68,2,14266868,124643006,11618,153323412,249213734
td:816,-10 -9 -10 -1 -6 -1 8,0.0010327060187571297,0.00011735851493623616,100000,8,11,3356800,23591,261227967,274800,31066,260686,450155,1018146,30117,19668874,36694842,8514810,75686900,123068936
td:816,-10 -9 -10 -1 -6 -1 8,0.0010327060187571297,1.573732817525093e-05,100000,8,14,3356800,23591,261227967,274800,4217,260686,504607,139173,4103,19619460,29607290,1701498,62502982,101151521
td:816,-10 -9 -10 -1 -6 -1 8,0.0010327060187571297,1.260494270469066e-06,100000,8,18,3356800,23591,261227967,274800,307,260686,512724,10446,295,20290864,28621290,161264,61711576,98925224
td:816,-10 -9 -10 -1 -6 -1 8,0.0010327060187571297,1.0809083074152384e-07,100000,8,22,3356800,23591,261227967,274800,36,260686,513351,1141,35,21024356,29353370,35324,63256190,100634263
td:816,-10 -9 -10 -1 -6 -1 8,0.0010327060187571297,1.1618599374423441e-08,100000,8,26,3356800,23591,261227967,274800,2,260686,513414,68,2,21901488,29131746,11740,65582598,102542366
td:816,-10 -9 -10 -1 -6 -1 8,0.00011735851493623616,0.00011735851493623616,100000,11,11,3356800,23591,261227967,31066,31066,30861,0,1018146,30117,26681040,17181034,8650716,63824288,101087402
td:816,-10 -9 -10 -1 -6 -1 8,0.00011735851493623616,1.573732817525093e-05,100000,11,14,3356800,23591,261227967,31066,4217,30861,54452,139173,4103,26589140,13768408,1674510,53885062,85058091
td:816,-10 -9 -10 -1 -6 -1 8,0.00011735851493623616,1.260494270469066e-06,100000,11,18,3356800,23591,261227967,31066,307,30861,62569,10446,295,27575788,13013348,165048,53737752,84053205
td:816,-10 -9 -10 -1 -6 -1 8,0.00011735851493623616,1.0809083074152384e-07,100000,11,22,3356800,23591,261227967,31066,36,30861,63196,1141,35,26851710,13046976,33554,53166906,83469987
td:816,-10 -9 -10 -1 -6 -1 8,0.00011735851493623616,1.1618599374423441e-08,100000,11,26,3356800,23591,261227967,31066,2,30861,63259,68,2,29153048,12687382,12226,57180416,88411547
td:816,-10 -9 -10 -1 -6 -1 8,1.573732817525093e-05,1.573732817525093e-05,100000,14,14,3356800,23591,261227967,4217,4217,4210,0,139173,4103,32634108,7558446,1581650,53191748,89545579
td:816,-10 -9 -10 -1 -6 -1 8,1.573732817525093e-05,1.260494270469066e-06,100000,14,18,3356800,23591,261227967,4217,307,4210,8117,10446,295,33944806,9809092,158662,56393946,92471582
td:816,-10 -9 -10 -1 -6 -1 8,1.573732817525093e-05,1.0809083074152384e-07,100000,14,22,3356800,23591,261227967,4217,36,4210,8744,1141,35,35260718,10554406,32548,59077656,95002679
td:816,-10 -9 -10 -1 -6 -1 8,1.573732817525093e-05,1.1618599374423441e-08,100000,14,26,3356800,23591,261227967,4217,2,4210,8807,68,2,36747400,9901482,11020,62031738,97864141
td:816,-10 -9 -10 -1 -6 -1 8,2.3631657080202303e-06,1.260494270469066e-06,100000,17,18,3356800,23591,261227967,571,307,571,571,10446,295,44828260,10227508,173778,68819860,107922127
td:816,-10 -9 -10 -1 -6 -1 8,2.3631657080202303e-06,1.0809083074152384e-07,100000,17,22,3356800,23591,261227967,571,36,571,1198,1141,35,46033208,10390608,36474,70428070,110045458
td:816,-10 -9 -10 -1 -6 -1 8,2.3631657080202303e-06,1.1618599374423441e-08,100000,17,26,3356800,23591,261227967,571,2,571,1261,68,2,46856806,9778164,14488,72460824,112397517
td:816,-10 -9 -10 -1 -6 -1 8,0.010129507412682133,0.00011735851493623616,300000,5,11,28797568,140448,2301754412,23465031,273156,15310131,32611576,8965354,264997,106630220,1178497638,65303170,1392533086,2311831068
td:816,-10 -9 -10 -1 -6 -1 8,0.010129507412682133,1.573732817525093e-05,300000,5,14,28797568,140448,2301754412,23465031,36916,15310131,33089721,1212578,35892,107869094,1114439844,12517066,1275661376,2116725634
td:816,-10 -9 -10 -1 -6 -1 8,0.010129507412682133,1.260494270469066e-06,300000,5,18,28797568,140448,2301754412,23465031,2941,15310131,33162068,97857,2886,112548064,1112706300,1711402,1270350530,2095148717
td:816,-10 -9 -10 -1 -6 -1 8,0.010129507412682133,1.0809083074152384e-07,300000,5,22,28797568,140448,2301754412,23465031,252,15310131,33167858,8023,246,112714326,1116334908,266332,1277608244,2096021002
td:816,-10 -9 -10 -1 -6 -1 8,0.010129507412682133,1.1618599374423441e-08,300000,5,26,28797568,140448,2301754412,23465031,25,15310131,33168369,808,25,117580992,1119608350,76548,1286648070,2099535251
td:816,-10 -9 -10 -1 -6 -1 8,0.0010327060187571297,0.00011735851493623616,300000,8,11,28797568,140448,2301754412,2406111,273156,2285265,3951329,8965354,264997,158329410,323905050,64138866,588457338,949950287
td:816,-10 -9 -10 -1 -6 -1 8,0.0010327060187571297,1.573732817525093e-05,300000,8,14,28797568,140448,2301754412,2406111,36916,2285265,4429474,1212578,35892,157975246,256229356,12439262,468797724,756167837
td:816,-10 -9 -10 -1 -6 -1 8,0.0010327060187571297,1.260494270469066e-06,300000,8,18,28797568,140448,2301754412,2406111,2941,2285265,4501821,97857,2886,164554224,249159734,1467474,458475740,733277834
td:816,-10 -9 -10 -1 -6 -1 8,0.0010327060187571297,1.0809083074152384e-07,300000,8,22,28797568,140448,2301754412,2406111,252,2285265,4507611,8023,246,165911948,247910324,196106,458701814,737277561
td:816,-10 -9 -10 -1 -6 -1 8,0.0010327060187571297,1.1618599374423441e-08,300000,8,26,28797568,140448,2301754412,2406111,25,2285265,4508122,808,25,170052302,249899938,63368,468379942,746733658
td:816,-10 -9 -10 -1 -6 -1 8,0.00011735851493623616,0.00011735851493623616,300000,11,11,28797568,140448,2301754412,273156,273156,271465,0,8965354,264997,209542780,152683190,63542252,469433510,757114706
td:816,-10 -9 -10 -1 -6 -1 8,0.00011735851493623616,1.573732817525093e-05,300000,11,14,28797568,140448,2301754412,273156,36916,271465,478145,1212578,35892,213314042,116605622,12189752,384697980,615207842
td:816,-10 -9 -10 -1 -6 -1 8,0.00011735851493623616,1.260494270469066e-06,300000,11,18,28797568,140448,2301754412,273156,2941,271465,550492,97857,2886,214146626,105689566,1403910,368835966,589447428
td:816,-10 -9 -10 -1 -6 -1 8,0.00011735851493623616,1.0809083074152384e-07,300000,11,22,28797568,140448,2301754412,273156,252,271465,556282,8023,246,213564216,103843966,183768,362127378,589001028
td:816,-10 -9 -10 -1 -6 -1 8,0.00011735851493623616,1.1618599374423441e-08,300000,11,26,28797568,140448,2301754412,273156,25,271465,556793,808,25,213044582,101740938,42060,366217418,603333628
td:816,-10 -9 -10 -1 -6 -1 8,1.573732817525093e-05,1.573732817525093e-05,300000,14,14,28797568,140448,2301754412,36916,36916,36887,0,1212578,35892,285769138,70927502,12641986,413250552,639846303
td:816,-10 -9 -10 -1 -6 -1 8,1.573732817525093e-05,1.260494270469066e-06,300000,14,18,28797568,140448,2301754412,36916,2941,36887,72347,97857,2886,275691956,83526972,1436064,405278730,651630224
td:816,-10 -9 -10 -1 -6 -1 8,1.573732817525093e-05,1.0809083074152384e-07,300000,14,22,28797568,140448,2301754412,36916,252,36887,78137,8023,246,290565008,85193328,190114,423039812,657889795
td:816,-10 -9 -10 -1 -6 -1 8,1.573732817525093e-05,1.1618599374423441e-08,300000,14,26,28797568,140448,2301754412,36916,25,36887,78648,808,25,281580090,81635214,36026,410867238,669657556
td:816,-10 -9 -10 -1 -6 -1 8,2.3631657080202303e-06,1.260494270469066e-06,300000,17,18,28797568,140448,2301754412,5488,2941,5488,5488,97857,2886,353198654,80393342,1390650,479698226,767868830
td:816,-10 -9 -10 -1 -6 -1 8,2.3631657080202303e-06,1.0809083074152384e-07,300000,17,22,28797568,140448,2301754412,5488,252,5488,11278,8023,246,355263288,80201996,190748,483598276,772992598
td:816,-10 -9 -10 -1 -6 -1 8,2.3631657080202303e-06,1.1618599374423441e-08,300000,17,26,28797568,140448,2301754412,5488,25,5488,11789,808,25,363987672,80051786,35984,493957942,791449168
td:340,10 9 -10 6 8 9 -3,0.010455610705754185,0.00012758512329617017,100000,5,11,4138240,26104,411495410,4366256,53868,2294654,5159511,1760536,45937,16888582,148965852,13648980,195899108,318358042
td:340,10 9 -10 6 8 9 -3,0.010455610705754185,1.8152444341771475e-05,100000,5,14,4138240,26104,411495410,4366256,7680,2294654,5254668,251804,6410,17534982,140188600,2734796,177449504,282498603
td:340,10 9 -10 6 8 9 -3,0.010455610705754185,1.7049535156800298e-06,100000,5,18,4138240,26104,411495410,4366256,695,2294654,5270049,22887,575,18471050,138776030,394952,176015662,278932527
td:340,10 9 -10 6 8 9 -3,0.010455610705754185,2.1074510690423294e-07,100000,5,22,4138240,26104,411495410,4366256,170,2294654,5271678,5551,74,19188068,142049062,115888,180670842,280604886
td:340,10 9 -10 6 8 9 -3,0.010455610705754185,3.063977691206588e-08,100000,5,26,4138240,26104,411495410,4366256,92,2294654,5272212,2934,10,18981108,135438234,58116,174301870,283619104
td:340,10 9 -10 6 8 9 -3,0.0010337748094622465,0.00012758512329617017,100000,8,11,4138240,26104,411495410,432772,53868,395084,698175,1760536,45937,26277324,55873924,13377914,111746142,177288983
td:340,10 9 -10 6 8 9 -3,0.0010337748094622465,1.8152444341771475e-05,100000,8,14,4138240,26104,411495410,432772,7680,395084,793332,251804,6410,26261904,44306510,2658696,89138140,141798404
td:340,10 9 -10 6 8 9 -3,0.0010337748094622465,1.7049535156800298e-06,100000,8,18,4138240,26104,411495410,432772,695,395084,808713,22887,575,26810476,42472738,343464,86779046,137569970
td:340,10 9 -10 6 8 9 -3,0.0010337748094622465,2.1074510690423294e-07,100000,8,22,4138240,26104,411495410,432772,170,395084,810342,5551,74,28518166,43602218,99968,91196416,140603051
td:340,10 9 -10 6 8 9 -3,0.0010337748094622465,3.063977691206588e-08,100000,8,26,4138240,26104,411495410,432772,92,395084,810876,2934,10,28858418,43556270,62086,92498236,142161017
td:340,10 9 -10 6 8 9 -3,0.00012758512329617017,0.00012758512329617017,100000,11,11,4138240,26104,411495410,53868,53868,53251,0,1760536,45937,36134784,26241278,13484074,91872092,145528935
td:340,10 9 -10 6 8 9 -3,0.00012758512329617017,1.8152444341771475e-05,100000,11,14,4138240,26104,411495410,53868,7680,53251,95157,251804,6410,37461904,19670320,2659162,76841528,118289060
td:340,10 9 -10 6 8 9 -3,0.00012758512329617017,1.7049535156800298e-06,100000,11,18,4138240,26104,411495410,53868,695,53251,110538,22887,575,37212700,17713474,357804,73203312,112869589
td:340,10 9 -10 6 8 9 -3,0.00012758512329617017,2.1074510690423294e-07,100000,11,22,4138240,26104,411495410,53868,170,53251,112167,5551,74,39321708,17680682,126474,76335202,117484658
td:340,10 9 -10 6 8 9 -3,0.00012758512329617017,3.063977691206588e-08,100000,11,26,4138240,26104,411495410,53868,92,53251,112701,2934,10,37502642,17672784,60234,75314070,115258593
